"label";"review"
"OR";"A birthday gfit for my great niece....she loved it! Good price,came fast in the mail also. She is enjoying playing with it!"
"OR";"Poorly assembled. Wheel wobbles and material is under gauged. Don't waste your money. Went in trash after one use."
"OR";"I just finished Barefoot Kisses, which was excellent, and then I saw this book! It's shorter, but sweet and hot, and fast paced. It was nice to return to the characters of Saltwater Kisses, too, which was the first Lakes book I ever read. As ever, clear writing, funny at times, and full of character"
"OR";"Comfy and fits the crate!
I cant wash it in my top load washer so I take it to the laundry mat every now and then. Not the beds fault, I just have an old washer.
I also got one for my brothers dog and she loves it! Cant find a better bed for a better price!"
"OR";"I am a horror genre junkie, and whereas I really loved The Blair Witch Project, I really disliked this. I walked away from the theater, which had 6 other people in it, going seriously, I paid for this?? Even my 19 year old son wasn't impressed and he scares easily. I kept waiting for the feeling of "
"OR";"i loved this movie not because robert redford was in it but because jackie evancho was in it.  the little girl was on americas got talent a couple of years ago, she has a classicaly trained operatic voice & she sings like an angel. i lobe her, this movie did not show her singing but shows how she al"
"OR";"This is a birthday present for my 2 year old daughter so it's still in the package and we have not tried it on baby Stella yet but it looks adorable and we have been very happy with all the baby Stella items we have. I would love if the company would make matching jammies for little girls in the fut"
"OR";"Not impossible to put together by yourself. Only scratched one place in a not very noticeable place. Get many compliments on it and has lots of storage."
"OR";"Super light for those hot early season hunts. Have not used yet in the field, but I'm sure it will perform as described."
"OR";"my two cats & one dog took to this product right away. they think they have an indoor fountain! It's great!"
"OR";"My youngest kitty loves it. Took my two older kitties a bit to figure it out, but an awesome feeding activity for all my cats."
"OR";"easy to follow instructions--cover zipped on it easily and fit well---fits crate well----mydog seems to like it---100# golden"
"OR";"Items arrived early and 1 box was damage and also as described, prices where right and my customers are enjoying them thanks"
"OR";"I purchased this package because the pads on the original filter is getting thinner and thinner. These pads are so much thicker and seems more durable. The four pads fit perfectly in my filter. I have not use the carbons as of today. I purchased them together because of the price and have these carb"
"OR";"Needed a replacement sheet for our hospital bed.  Fits the extra long mattress on the bed.  The cotton is cool and comfortable."
"OR";"I didn't want these cuz they sat so low but I am finding out that they are perfect for outdoor use.  They spill less because they have a lower threshold.  Perfect tumblers for Jacuzzi and bbqing.  I wash them in dishwasher but many just rinse by hand so they last longer.  Haven't had trouble with th"
"OR";"What's the point of buying a wireless keyboard and mouse if their range isn't much longer than the wires on my old ones?"
"OR";"Great to use when I lay down or am sitting and using my iPad.  Very light wieght but still gives excellent support."
"OR";"This is a beautiful cup, does not leak. However it is not microwaveable. Easily fits in car cup holder. Nice big size."
"OR";"Lovely design. Great function. Spins very easily. Glad I bought this. The kitchen table is more organized. You won't be disappointed!"
"OR";"I have just quit reading Nelson DeMilles The Gold Coast. In 175 pages of rather well written prose about a rich woman I could never stand and from the viewpoint of her passive-aggressive attorney husband living in a snobby neighborhood of the famous Gold Coast of west Long Island, New York, let me t"
"OR";"I do love it. It's well-made and compact, but seems like a bottom-less pit. I've only used domestically so far this year, but it goes international in February and will get a workout. It's all I plan to take for a 10 day ski trip and jaunt to Venice -  well, and a purse and backpack."
"OR";"NUMBER OF HEARTS: 4
As always Ms. Shalvis has given me a story that I fell head over heels in love with. I also love that we have a new series and a new cast of characters for fall in love with. I am already looking forward to the next two installments in this series. But back to Sweet Little Lies.
"
"OR";"I was expected quirky humor throughout. I loved the trailer. However, this was extremely dull. I would have given it zero but couldn't."
"OR";"We got these dishes for our motorhome. Not only were they priced right and durable, what they were made of and where they were made were also huge factors in our purchase. We used these dishes every day  for a 2 1/2 month travel trip. They held up great. I am looking forward to using them next summe"
"OR";"Yes, yes, yes, this is an excellent food product.  My dogs adore this.  I use it as a topper on their food.  Tripe is wonderful for them."
"OR";"This is so much longer on me than the model. I'm 5'7'' and tried both the white and the green but both are below my knees. Definitely not what it looks like on the model"
"OR";"Disappointed that you can only use up to a 40 watt bulb.  Not nearly bright enough for over my island.  I've ordered something different."
"OR";"A very interesting movie.
The main problem I had was the musical score blaring over the dialogue. At times it was impossible to understand what the actors were saying."
"OR";"Interesting at best. Lot of truth to this book. Would recommend it to others. Once I started reading I could not stop"
"OR";"I like the way the case works... just slip in the shotgun and fold over the end.

And it can be used as a life preserver... for your shotgun."
"OR";"this is a great pan. I have had 3 in the last 20 years. highly recommend. I would recommend and All-Clad products."
"OR";"Nothing could be easier. You just plug it into the wall socket, plug in the lamp, and you are done. That's it. Nothing more! It even has a small light so that you can find it in the dark. We hang ours on the edge of the head board. No more fumbling around. It even has a slider for dimming. We bought"
"OR";"I was disappointed in this.  Maybe it's just my cats but they could of cared less when I sprayed it on things.  I will try something else next time."
"OR";"Classic animated film from my childhood. The new deleted scenes were refreshing as well. The movie feels shorter now than it did as a child."
"OR";"great fan and works well in my small bathroom...... so quiet... like a previous post.. my wall was about 6.5 Inches thick, does require cutting with snips the metal that allows the junction box to fit in.. not a deal breaker, but does take a little work to fix..."
"OR";"I always like a good western romance to read and this one did not dissapoint..  It was a bit predictable, but I enjoyed it at any rate."
"OR";"I bought this item so I could hook it up to my camcorder to get the audio from the convention on FM and eliminate the crowd noise (Babies crying, high heel noise, etc.)  It works perfectly.  I bought two of them so I could monitor the recording and still be mobile."
"OR";"Needed to sharpen those left hand drill bits and the drill Dr is such a good machine that I figured I might as well do them on it."
"OR";"Great costume.  This thing is as silly as it looks.  I went out with a group on a bar crawl this past Halloween, and we had 10 of us wearing this same costume, it was a hit.  The only tip I'd give you is to stuff the eyes and tails with some newspaper, since they are just unsupported pieces of fabri"
"OR";"I bought an xl for our 115 lbs Doberman. I first got him a large which he can wear but it doesn't fully cover his back and the underbelly strap is a snug fit. The xl is perfect! Our terrier also has one of these coats. They are thick and of excellent quality and with a reasonabale price."
"OR";"These are the best nerf darts. They are easy to find andd to keep track of. They go far, but they are soft and don't hurt."
"OR";"Terrible product. Fits well, but just not enough cushion to stop noises of a chair being puled in and out of it's place at the dinner table."
"OR";"I like it.  Nothing to extravagant.  It catches the drops that usually eventually smell.  I haven't had it long, but I wish i had bought it sooner."
"OR";"These are high quality, durable and nice to have so many of them!!  11 month old granddaughter loves them.  Highly recommend."
"OR";"If you need a 3way swivel then these are the ones. No tangles even in strong current. Can be used instead of tying a dropper loop."
"OR";"My class loves this set! We sing the song and move the monkeys on the felt board ! The colors are bright and the pictures are very clear."
"OR";"Well written! I enjoyed it very much and will read more by I H Laking. Intriguing new steampunk  world and characters."
"OR";"Looks good and secure. However opening cut out for screen just a little bit small. So when you try to use touch screen functions its a little tight to get to those sections. A place for a stylist would have been a plus and a slot in the back for your hand when using as a reader."
"OR";"Color is very pale pink, material is very soft. Held through the wash and dry cycle perfectly. The pillow design is as pictured."
"OR";"I have no complaints with this HDMI cable. Tripp Lite products are really starting to impress me in their quality  and performace of their products. Thanks."
"OR";"Qualify, US manufactured. Great material, durable welds and awesome finish. This will stand up to lots of target practice."
"OR";"I totally read the series out of order but it didn't impede the flow of the story and character development.  Now, off to read about Lizzie!"
"OR";"Could not stop reading this book. Action packed, emotional, crazy...

Highly recommend. Quick read."
"OR";"I bought this for my grandson last year for Christmas, with a little help for a 2 year old he got a kick out of it."
"OR";"Very convenient, but like a purse, you just want more storage. It did come off during storage of my folding knee scooter, but it was easy to put back on."
"OR";"I thought the writing was entertaining and very genuine but not mature enough.  I couldn't wait to finish the book .... I had to scan through the last few pages."
"OR";"Interesting and strong female character for those times and how lucky we are living in times of so many choices of pain killers for our ills."
"OR";"really nice quality drop cloths. I'm using mine as a removable side for the pergola. I love it."
"OR";"I bought mainly to pocket carry my Springfield XDS but pocket carry can be difficult depending on the pants I have on. But, the holster works great IWB. No clip needed and not fear of it sliding down. Somehow it just stays put. I guess that's why its called the sticky holsters."
"OR";"My husband likes the fit and that it is higher fit. He just wishes that the material was a little thicker. These are a lot better than other brands."
"OR";"A MUST READ WOW!! A private island, two sexy men ,some really hot sex what more could you ask for ?"
"OR";"This was a replacement for a copy I loaned out years ago, read it again of course and it was as fun and humorous as I remembered Hiaasen is above the head of the class!!!"
"OR";"I installed these in my dining room ceiling fan. They worked great with the existing dimmer switch. They are brighter than the incandescents we replaced, but the color and quality of the light is very similar. I like the extra brightness during the daytime. I've only had these for one day, but so fa"
"OR";"Great book could not put it down stayed up every night reading more and more to see what was going to happen next"
"OR";"I saw this in the theatre when it was first released. Classic! For anyone who's done the work, it's worth watching and will be memorable for sure."
"OR";"I only got 1 egg and the surprise was horrible. Don't waste your money. These eggs are not like the ones you see online."
"OR";"Timely arrival. Exactly what I wanted. The cord seems to be a bit durable. I'm ordering another for my wife today."
"OR";"She loved how interesting and different the setting was to the original top tier, including the floating guy's feet and the bendy tree!"
"OR";"I teach with this. Many excellent selections. Pretty good on how to write about lit. Well-made sample essays on the stories and poems. I just miss the study questions - but then, having to come up with my own is a learning challenge! The price is wonderful too. Also, the book holds up well with many"
"OR";"WOW, WOW, WOW.  I Tried to give it half a star but was unable to.  The cinematography was cheesy as well as the acting.  Wow really bad.  I couldn't get past how poorly made this was to finish watching it.  Too bad......the cover showed so much promise."
"OR";"The slippers I bought my granddaughter were too small.  The exchange could not have been any easier.  Sophie loves the look and feel of the shoe."
"OR";"Perfect for my intended use. I did not purchase this for anything camera related but rather for my Nintendo 2DS with the Trigger Grip. It fits perfectly and even allows room in the other compartment for 3DS folding headphones and charger. A complete travel pack for my 2DS and accessories."
"OR";"My oldes daughter (3) she love Tinkerbell and the movie was really fun to watch with her, she says she's tinkerbell"
"OR";"Large knife chipped the first time i used it.  I know that ceramic knives are more fragile but I was being very careful and it still chipped..."
"OR";"Super happy with my rug! It's what I was looking for for our dining room and well under budget! Took forever to flatten out but that's to be expected!"
"OR";"Awsome scope, worked well for my 7.62x39. Was shooting 2 inch groups at 100 yards. Not bad for an that caliber."
"OR";"I received several compliments on these pants. They look and feel great. I would love to see them hold up for a few years."
"OR";"very very very wonderful book . I have also finished the series and I have to say that it was one of the best series I've ever read"
"OR";"His message is clear. Very inspiring. Deliberately repetitive, which I find helpful. Must read for anyone who desires to do big things."
"OR";"This toy lasted until my puppy entered her destructive teenager phase, and it was one of her favorites. The squeakers are sewn in snugly and provided tons of entertainment for my mutt. Great fun as long as your pup doesn't enjoy ripping toys to shreds like mine does."
"OR";"Great show, Wahlberg and Tom Selleck are both great actors.  Among other great actors and actresses in this crime show."
"OR";"Not bad, but could easily have been developed into a longer book. Just finishing the incomplete sentences would have lengthened the story!"
"OR";"right out of the box light was ready to go gave away to inlaws for presents light up your porch dramatically at night !!!"
"OR";"It is almost the perfect craft light.  The lights are great and so is the magnification.  The lights circle the viewer so it well distributed light.  It doesn't tend to tip over like some of them do.  The neck is just like it shows not a snake neck so is not the best for some situations.  But given "
"OR";"Great set of wrenches for a great price. The case does not hold the wrenches very well, but the wrenches are great quality"
"OR";"Now I don't have to keep my wife awake while I watch TV. I can stay up later and watch the DVR without disturbing her sleep."
"OR";"Tried to install it, didn't work with my GPU as advertised. Oh well, thanks for accepting my return though, Puget."
"OR";"Easy to install. Allows for better recoil control. It will significantly increase the grip diameter however. Not for small hands."
"OR";"It's definitely a cute watch and I love the color a lot. However, it is too loud!!!!!! I could hear it when I wear it to sleep."
"OR";"3-pack flexibiliy fits and seals wet cat food cans wonderfully.  Hard to find in stores.  Very pleased."
"OR";"It's beautiful! Well constructed . The picture doesn't do it justice. If you work at it, you could fit a queen size pillow in it."
"OR";"A little large compared to others but works great. HD-SDI plus Video outputs, makes it versatile."
"OR";"It was really hard to see and find a message in this story. In one of the scenes it really seemed like a porno."
"OR";"Way too many superfluous F bombs, but an interesting story and decent actors, lots of sci fi action"
"OR";"This is a great concept, however the holes do not fit 7-strand paracord.  It is frustrating when it arrives and you realize that you have to drill out the holes to fit."
"OR";"This blender is excellent!  Engineered well and built well.  I have used a lot of blenders in my life but this one really blends whatever you toss into it. If the lid is not secured properly it will not start (nice feature)!  Lots of power = lots of noise...this has both.  Also, this lower blade is "
"OR";"Great informative book on investing advice. The book is well-written and very helpful in terms of proving investing advice to beginners. Money management, according to the author is one of the most important things that a person should be aware of before investing. Easy to understand basics for begi"
"OR";"first, packaging was TERRIBLE. i know it's a large item, but it was put in two boxes (side to side) and taped with clear packaging tape. just for that they should get 2 stars. a kid would be able to package it better. just terrible.

- the edges always seem to have more paint left over than the midd"
"OR";"Very good fit. It's not as light weight as I expected which is good and bad depending on the weather. Irons easy and well."
"OR";"I'm pretty impressed with this litter trap mat. The material is spongy and soft for the cat to walk on and it's big enough to cover the entrance to our litter box while still providing a lot of cover on either side and in front so the cat can't just jump over it on the way out. The spacing of the ma"
"OR";"I thought this selection was the best of all my robot purchases for my grandson.  I have not learned the results of his use or playtime with the Tin Can Robot, but I like it."
"OR";"My dog took zero interest in this nylabone. I think it's just too hard for her. She likes the softer ones that have a ""chicken"" flavor."
"OR";"It was merely okay. Too many unanswered questions, lengthy stretches without any meaningful  action. You never know why he was sailing alone for one thing. I watched all the way through thinking something meaningful was going to pop up but it never showed. Compelling but incomplete."
"OR";"My little guy doesn't have to feel scared any more! He feels comfortable when he sprays this! Easy to refill with choice air freshener!"
"OR";"This was just what I needed --
Very pleased with the quality of the construction --
FLAT design keeps the ""bulk"" of round/snake-like extension cords --
Buy with confidence !!!
:o)"
"OR";"Great drive. Clean and basic. Not super fast but not super slow. It does crap out and have smart errors if you plug it in and out enough."
"OR";"im usually a size 9 and it fits, however a 9.5 would be perfect. Love the style and look."
"OR";"As a Boer I don't like the Brits and this book confirmed some of my opinions. Great read apart from my personal feelings."
"OR";"Nice and affordable fans. Pretty quite if you ask me. The glow is not overbearing but gives a nice blue glow to your computer."
"OR";"Not a big as described.  Says 49 inches in long but it won't fit a 44 inch waist.  Not for any big guys."
"OR";"Did you ever wonder, what is going on in the world, and why things are getting more bizarre every day. Watch this video to answer your questions."
"OR";"I received this book as an ARC .  I love the Annihilate Me Series.  Tank and Lisa story was incredible, and this is just the beginning.  Omg the sex scenes.  I can't wait for the next volume.  Christina Ross your one hella of writer.  .keep it up.  I need more please.  You left me hanging."
"OR";"The stitching around the thumb is in a really weird spot and it makes them incredibly uncomfortable. Thin and comfortable enough but I had to return them"
"OR";"The book is fine, but the DVD was not included, so the seller refunded me instead of sending the DVD. I had to go buy a DVD elsewhere."
"OR";"Great cheap pots. Dishwasher safe (no nasty exterior coating like other pots) Good nonstick interior all the way to the rim. Doesn't chip easily. I got two and use them both several times throughout the week. They are a great size and do whatever job I throw at them. I am going to subtract 1 star (a"
"OR";"I do like it. It works well. The complaints I have about it are relatively minor:
1) It does use quite a bit of space. To keep the arms from extending beyond the back of my desk (which was important in my particular setting), I had to mount it (drill the hole) almost 12"" in from the back edge of the"
"OR";"Amazing read. The humor,the wit and the amazing insights to everyday issues. Sign me up for any book MR Robertson writes."
"OR";"This guy is amazing! He can transform himself right in the middle of battle from vehicle to soldier, and back again. Apparently he can do the job of 10 soldiers. I don't doubt it!  The colors and 'feel' of the Autobot Hound add to the fun. The manufacturers made choices that make him seem authentic."
"OR";"Fantastic bag! I looked at and purchased a few other laptop bags from Samsonite, Incase, etc. and nothing comes close to this. They use YKK zippers, have multiple pockets with soft lining to not scratch up laptops, iPads, etc. and this case has plenty of pockets but not too many!"
"OR";"I got one last April and like it so well I bought another. Might even get another!"
"OR";"5-Star. Well written, excellent story line, characters interesting. Must-read for book lovers who likes to follow main characters beyond the first book. Highly recommend, suspenseful , hard to put down once start reading. 5-star rated all 3 books"
"OR";"Good to read  interesting to see how they both fought being in love with each other. Women should always get a second opinion about their health."
"OR";"Who doesn't like Christmas or romance or great looking guys or smart beautiful leading ladies  This book has it all"
"OR";"Pretty creepy movie, but good. I had never heard of it but my ex-husband insisted we watch it. I'm glad we did it was good."
"OR";"First pocket knife for our son, who is 11.  It made a great gift when he crossed over into Boy Scouts - he loves it!"
"OR";"These glasses have been great. They have a nice weight and the design is interesting without being flashy or gaudy. We use them for whiskey, yum."
"OR";"chopped a half cup of walnuts 3 times, the button broke. a piece of trash great when it ran tho."
"OR";"From a review I read I expected a lot more; then I looked at the price and realized I got just what I paid for: inferior product at best."
"OR";"An excellent treat that is good for dental health and enjoyed by your dog. Was priced great and prompt shipemnnt and delivery."
"OR";"this is not the worst zombie movie some good makeup but not so good cgi if u have nothing to do or with some friends getting drunk"
"OR";"These glasses are amazing. They are heavy and solid giving reassurance that they won't break easily and the shape is exactly what I was looking for in a glass."
"OR";"Superb example of Kevin's work; you know sides hurt from rewinding to hear jokes a second and third time..."
"OR";"Excellent place to buy fast delivery, item as illustrated, and good price, is what we all expect when making a purchase."
"OR";"I bought this cage for my Holland lop. Fantastic size for him with lots of extra room for him to play. The only negative I have is the bottom of the cage has a raised square textured patturn that makes it very difficult to clean out messes - especially urine. Other than that - this cage is superior "
"OR";"It fits correctly , it comes out without frictions,
 I hope it lasts, if not I'll let you guys know

Ed Mac"
"OR";"Nice upgrade for the peltor head sets. Just replace the batteries with this unit and recharge off your USB port. Long lasting too."
"OR";"I wish they filled their cans more. And the quality doesn't match Friskies, but the food does have a stronger smell to it and you can tempt a stuffed up kitty with it."
"OR";"Did a 'kayamping' trip, took this along and had privacy for side of the river stops. It folds up great and flat, stored out of the way."
"OR";"Used these on my stainless steel fridge to mount my iPad 1.  No cover.  Has held just fine for 7 months already."
"OR";"We had 3 of these someone gave us for xmas, or wtvr a long time ago.  So we tossed them on the survival shelf, why not right...

So, in Ohio we had no power for 9days 2 weeks back.  On the first night we broke out what lights we had & wanting to save the good batteries / flashlights, I used these as"
"OR";"I adore this. I'm not entirely sure why, I just know it strikes me as intelligent and forward and I love the varied perspectives and how clear and vivid they all are."
"OR";"I sampled the book, then bought it. I found Scott Adams insights and experience match what I've seen work.

I marked it up for my youngest son, just starting out as an adult. Then I bought two more copies - one for oldest son, and another to replace mine. Adams' style is accessible and clear.

A few"
"OR";"This is an interesting though flawed revisionist take on the on-going battle between angels and demons. Add in a further fictionalized Frankenstein monster (aka Adam) to the mix and the result is a rip-roaring actionfest with some strains of prophecy and fantasy. It is not bad for what it is - a fea"
"OR";"I have completed another Jack Ryan storey.  He  never disappoints and I was very impressed  with young Jack Jr and his buddies from the Campus crew. May Mr Clancy rest in peace and God bless his family. It has a 5 star rating in my opinion."
"OR";"Keeps my daughters chicken nuggets and ravioli warm for several hours. Good product for a sensible price"
"OR";"Bought this as a last hope for my leather coat... did a great job made the coat look great and was not stiff."
"OR";"The dog clothes are all the wrong sizes like 1 small is for a teacup and another small is a small so u have to order a large for a small or a extra large for a small it gets very confusing and they don't honor exchanges I've got burned 6 times"
"OR";"Nice display. But the side buttons press too easily.  The band that holds the extra  strap down doesn't stay in place."
"OR";"Somewhat sad to finish volume 3. Hard to get anything else done when I was so engrossed in this amazing story."
"OR";"This is so much what can happen when things get tough, even in a Christian marriage.  Thanks for tackling a tough subject, and doing it well."
"OR";"I loved this cooker, but it inexplicably went dead in the middle of a cycle after just two years of light use.  Given the cost of the item, I am not pleased.  Worse, this failure occurred abruptly after a spendy repair to the steam valve.

Before the failure, I found the device to make reliable rice"
"OR";"Was so very disappointed by this purchase! These rocks are TINY!!!!! Seriously like half the size of a dime!
Got them for my 4 yr old as a Christmas gift- ended up being a stocking stuffer bc so small and they were lost almost immediately- I repeat tiny TINY rocks!!!!!"
"OR";"Guy (Jason Bateman) is forty years old and an underachieving genius. We discover his mother moved around a lot to escape evictions. As Jason has never finished the eighth grade, he is eligible to enter the Golden Quill spelling contest to the dismay of the kids, parents and the organization. He has "
"OR";"I feel bad because I was so excited for this book, but I just can't give it more than 2 starts.

First we meet Jill Appleton she is a human scientist with a love for bears. She also doesn't get laid enough because she is 6 feet and men are intimidated by her. So she gets grant money to go study some"
"OR";"I downloaded the book Christmas Eve an I have time to read it. Well through out the book even the bonus books have a red ! Saying click here error in your download. Well the book seemed to download fine. But I am worried it has a virus so I am not going to read it. I just thought someone should know"
"OR";"Just getting back into the game after being away for a while due to knee replacement. This book should be on every golfer's book shelf."
"OR";"To be going through so much Im glad that Farrah prayers were finally answered. Caisen was god sent the way he stepped up and showed her different. Nick and Asia they rode hard for their family. Nia as the saying goes hurt people hurt people..."
"OR";"I love that the kids can create sandwiches and pocket sandwiches with these flexible, felt foods.  It's not just plastic food that is put on a plate."
"OR";"This is a high quality robe. It is very similar to the ones sold in the Universal stores. It has the inside wand pocket too! It was just perfect. No complaints."
"OR";"I really enjoyed reading this story in the Shifter Wonderland boxed set.  I thought it was a riot even though I haven't seen an ugly Christmas sweater yet.

If you like bear shifters and Christmas stories you will love this one.  Grab yourself a copy and you will be happy that you did."
"OR";"Love this shoe!  Size is perfect, color is exactly what I wanted for spring.  Even my fashionista daughter liked these!!"
"OR";"I bought this for my 12 month old niece and she LOVES it!!!! It's almost as tall as her but she can still carry it around everywhere. I like that his feet and head are adjustable so we can always make him stand up. I only wish it were another 6-12"" bigger....but that's ok. We'll keep it for sure!"
"OR";"Solved the problems of all those little ""transformer plugs"" that seem to be on everything nowadays!! And take up the space of TWO regular plugs!"
"OR";"Great alternative to the expensive name-brand version. Works really well on 2 fat, incredibly-sheddy orange tabbies. I don't really use the button/lever to get the hair off, but appreciate the option. I get so much off of the cats that it's easier and more satisfying to pull it off by hand."
"OR";"I had bought a monitor and it never did 4K with the display cord I had. I then bought these and now 4K works on that monitor. Will keep buying these for our office."
"OR";"I recommend this book to those who are looking for a good, quick read without raunchy love scenes. This story was well developed and the chemistry between the two main characters was realistic. Supporting characters didn't overwhelm the plot and each of them fit into the story nicely. Worth your tim"
"OR";"I like this series so far.  On to the next book  in the Virgil Flowers series.  Hoping the momentum doesn't stop."
"OR";"Purchased as a gift for my Sister in law- she was really excited when she received it, and plans to begin the devotional right away. I am happy with it too!"
"OR";"I liked it. It was a good funny movie. I saw at the theater unlike most of the negative critics on here that watch a trailer and seem to think they know a lot. You will like it if you like good acting. If you like bad actors like Robert Downey or Ben Stiller you will not like it."
"OR";"Simple and effective. Way easier to use than other tools used for the same thing and it takes up virtually no space. I love it."
"OR";"We previously had the Tetra Waterfall Globe which was pretty, until the extremely thin glass shattered in my hands during a cleaning. So... enter our new tank (and new fish, sadly our old betta met an unfortunate - not tank related - end)...

We have a fancy goldfish that is absolutely loving his ne"
"OR";"Great statue. The detail, colors and textures are perfect. The base is amazing...love that it is a street. Definitely getting Catwoman's."
"OR";"This stuff is great. Cleans everything well and doesn't leave any residue. I only use this stuff and probably will forever! All you need is this and an oil like Eezox or whatever you like. Then maybe some lube like gun butter or whatever you like to use. I put that s*** on everything"
"OR";"Haven't used it yet so can't comment on it.  Bought it for my dog who has car sickness, but I use the Wondershirt and that works."
"OR";"I love these shoes...

I love it the way they conform to your feet...  to be a custom fit!

Great shoes!

Very reasonable shipping too!"
"OR";"As a stand-alone book, The Long Earth takes its time getting started, which may put off Pratchett's usual audience. The thing is, it's not a stand-alone. It's the first half of a 2-part series, which may explain they very many apparently random events and characters and why the ending feels so odd: "
"OR";"I use this every day to keep my lunches chilled. It is large enough to hold a couple blue ice blocks along with a sealed bowl of my meal. It seems to be well made. It is much better than the plastic bags I had been using to carry my food to the office."
"OR";"This item came in perfect condition, and was just as described. My kids all fought over who was going to get to keep this one it's so cute."
"OR";"GO TO  PLAY STORE TYPE IN  PSTEC  8 MIN TO GET RID OF A BAD MEMORIE  YOU WONT BELIEVE IT"
"OR";"light weight and function as intended.  But I'm not sure if I carry it again as it's rather big n occupy space in the backpack"
"OR";"great, wish it was a foot or 2 longer since the washer connector on the left and the dryer (steam) on the opposite side"
"OR";"Pros: pretty easy to install, delivers a nice stream of water, good spray pressure, feels sturdy after install, can do the handle left or right, color I wanted. Cons: almost returned because its super tall and clunky looking (not rustic, but not refined), the pull down nozzle does not pull out or re"
"OR";"Not individually packaged with celaphane wrap like others are. The price is good and so far they seem to work well."
"OR";"This is a great product - the timer ability sets it apart from average. Unfortunately, we purchased cool white, not realizing we needed warm white to match what we already have.  Still, this is a nice little light set and we'll find a way to use it in another setting."
"OR";"I've used this item to make boilded eggs for about a year now with great success. It seems so simple yet so wonderful. I used to time my eggs, but I have found this to be more reliable, especially for soft. It's easy to overcook a soft-boiled egg and this little thing is surprisingly accurate."
"OR";"My kitty doesn't care at all for the bug, and the wire is much too stiff, so we put bird feathers on it and he will play with it from time to time."
"OR";"it's perfect for my 7 year old son, but you have to take the case off in order to plug in the charger.  all in all, I got what I paid for."
"OR";"These are excellent filters and do a great job. Water tastes very good after going thru these filters then filtered further in a filtering water pitcher. Which I highly recommend. These filters are great when filtering for general water usage is done. But I recommend further filtering for drinking w"
"OR";"Use with Thetford Curve. MUCH easier to use and carry extras than the liquid. No odor, no mess, and one small pouch dropped into the lower (black) tank with a little water is all that's needed to activate. Had never used this product or a port-a-potty before and both were a breeze!"
"OR";"Very easy to use.  I plugged the unit into the ethernet jack, ran the configuration utility, and it was visible / accessible to Windows 10 and Android devices.  The DLNA feature works well, allowing me to stream stored videos directly to my LG Smart TV."
"OR";"Great product that arrived in good condition.  Dogs benifit from these bones making their teeth tarter free!"
"OR";"I will be ordering more of this product. It is small enough to give to smaller dogs, (Jack Russells) but large enough to be more than a gobble."
"OR";"This movie precedes ""Lord of the Rings"" movies...we really liked it. I think you would like it if you liked Lord of the Rings"
"OR";"Do you like Anime? Do you like South Park?

Combine the offensive material of South Park and the weirdness of Anime and this is what you get.

Any anime fan will love this series. Trust me. You'll be weirded out at first (I was) but once you start laughing you won't stop watching this show."
"OR";"Easy to read. Key words and terms are clearly defined. Author begins with the constitution rather than the history if government."
"OR";"Well it was a waste of money for me. The opening was too small and if you have any length on your nails FORGET it! Lost the opal ball immediately. Frustrating."
"OR";"For once, I did know the mystery since the beginning (I'm not usually that good), even if I didn't know who was the culprit. But to me, that wasn't a spoiling of the enjoyment of reading the story, cause there were many points I deeply appreciated, two out of them, the love story and the setting.

T"
"OR";"perfect for the beginner. I am 55 y.o. grandmother and I can cast this net fairly well after  a few warm ups.  I recommend it for the price."
"OR";"Well received trimming which I was skeptical about in the first place put them in my planted tank attached them to a log, and some in the substrate and after about a week they have started to rot. I have no Problem with any other plants in my tank. These were just cutting no roots or anything. I hav"
"OR";"Another Beatrix Potter character that I love from her stories.  Soft and cuddly and lovable for the grandchildren to love also."
"OR";"I saw this item on a Bobby Flay cooking show.... During commercial, I ordered it, so I can enjoy making mixed drinks..... Awesome......"
"OR";"The brown boot is ok just wished I had ordered black. It's a little tight around the front of the foot. Overall it's ok."
"OR";"Very difficult to get playdough out of the cutters even for adult fingers. Not a product my preschooler can play with alone without frustration."
"OR";"Too darn tight!  This is not made for adults; they are made for children!  Unless you weight 90 lb with no meat on your bones, these will not fit."
"OR";"Quick read. Worth the download, but glad it was free. Really nothing special here, but nothing particularly wrong with it, either."
"OR";"Nicholas Bella has created a magnificent
world in The New Haven Series!  Guaranteed
once you start reading you won't want to stop!"
"OR";"Fit my 9' 6"" walden like a glove. Nice appearance and material. Would recomend and buy from again.."
"OR";"For the money this slider is really smooth. I just received this item today (which is earlier then I anticipated). I have been playing with this item ever since."
"OR";"The second season dvd-set is a great improvement over the first. The best special feature was the season two gag reel."
"OR";"Kevin Spacey and Robin Wright continue to prove that power corrupts. Other characters have their own agendas and the conflict is great to watch."
"OR";"wow, what a fab read, I was hooked from the first page. the story is fast paced from the beginning till the very last page. this story was full of suspense which moved the story along well. the characters and story line were really well written
 highly recommended"
"OR";"The Dell USB 3.0 Dual Display Universal Dock D1000 is sleek, compact, and works very well.  Having used past Dell USB docks, I can say this new model does not come with the compatibility issues of prior versions.  The ability to utilize dual displays, plus it's compactness make it a great option on "
"OR";"cups came chipped and missing blue coating.  I ordered 6 and two were chipped.  The others are very poorly made."
"OR";"Great Case For The Money, Protects Like No Other,  Gets a lot of looks, Just a bit big.  Perfect for your bag."
"OR";"Well made, but shape isn't ideal for larger ears. Also they do not nest together, which would have been nice."
